time,psis,tair,D,Ca,al
2000-12-13,-0.43331596,10.940033,1.7094707,420,10
2000-12-14,-0.433484,11.1362,2.2378654,420,10
2000-12-15,-0.43876836,12.865234,2.058607,420,10
2000-12-16,-0.44261512,11.628021,3.1215467,420,10
2000-12-17,-0.44928268,12.952637,4.385376,420,10
2000-12-18,-0.46528056,14.650909,8.733626,420,10
2000-12-19,-0.44438004,11.997406,4.552332,420,10
2000-12-20,-0.4516685,12.293152,4.131193,420,10
2000-12-21,-0.461297,11.559906,3.262289,420,10
2000-12-22,-0.46736038,10.852936,2.3090696,420,10
2000-12-23,-0.47264704,10.74765,2.5812407,420,10
2000-12-24,-0.47947535,12.158539,3.799797,420,10
2000-12-25,-0.44852135,12.731659,3.737773,420,10
2000-12-26,-0.44195983,11.41748,3.9640589,420,10
2000-12-27,-0.45155564,11.668182,4.454197,420,10
2000-12-28,-0.46140823,11.464172,4.5506306,420,10
2000-12-29,-0.47194663,12.925049,4.1390076,420,10
2000-12-30,-0.4795474,8.787628,2.6900196,420,10
2000-12-31,-0.48490357,12.002808,2.967617,420,10
2001-01-01,-0.49093404,11.140167,2.982091,420,10
2001-01-02,-0.49648,11.663422,3.784133,420,10
2001-01-03,-0.50652194,12.53717,5.655449,420,10
2001-01-04,-0.51693624,12.118469,5.1073017,420,10
2001-01-05,-0.4260868,11.516205,3.8912716,420,10
2001-01-06,-0.30287758,10.6736145,2.1487398,420,10
2001-01-07,-0.27634174,10.1085205,2.057952,420,10
2001-01-08,-0.22722115,10.712891,2.1274376,420,10
2001-01-09,-0.19706377,7.7481995,2.2898083,420,10
2001-01-10,-0.05510415,11.326904,2.69246,420,10
2001-01-11,-0.024447516,9.520996,2.9998522,420,10
2001-01-12,-0.036340863,11.081238,1.0255051,420,10
2001-01-13,-0.04976658,8.587891,0.94698715,420,10
2001-01-14,-0.06489125,9.1961975,1.6682644,420,10
2001-01-15,-0.08141185,8.432617,2.602892,420,10
2001-01-16,-0.098893955,6.9188232,3.1193242,420,10
2001-01-17,-0.11549847,6.6327515,3.7861586,420,10
2001-01-18,-0.13024636,7.5654907,3.6649637,420,10
2001-01-19,-0.14245744,9.582642,3.1068935,420,10
2001-01-20,-0.14205734,10.600586,2.1351748,420,10
2001-01-21,-0.13572755,11.757263,3.9861422,420,10
2001-01-22,-0.14650488,11.73114,3.342969,420,10
2001-01-23,-0.1540793,11.095795,2.7465353,420,10
2001-01-24,-0.16023278,9.922424,1.9349728,420,10
2001-01-25,-0.16664514,11.641357,4.1000414,420,10
2001-01-26,-0.17269872,12.104675,2.4123745,420,10
2001-01-27,-0.17676477,8.222656,2.0158224,420,10
2001-01-28,-0.18021132,8.2508545,1.9838953,420,10
2001-01-29,-0.18285306,8.864899,1.8154736,420,10
2001-01-30,-0.18615218,8.31485,2.8583727,420,10
2001-01-31,-0.19046357,8.11377,2.7604437,420,10
2001-02-01,-0.19439618,8.394653,2.9183874,420,10
2001-02-02,-0.19802424,9.61792,2.4057322,420,10
2001-02-03,-0.20236804,12.346161,4.1715345,420,10
2001-02-04,-0.20255259,12.483398,3.8895988,420,10
2001-02-05,-0.196518,13.500244,2.4678059,420,10
2001-02-06,-0.19791774,10.649017,2.9684544,420,10
2001-02-07,-0.20180543,10.226074,2.8246756,420,10
2001-02-08,-0.18920366,8.963013,3.2144823,420,10
2001-02-09,-0.048105154,8.026794,2.636591,420,10
2001-02-10,-0.021778334,10.560059,3.410881,420,10
2001-02-11,-0.031799905,8.566803,1.3234177,420,10
2001-02-12,-0.042025406,8.129822,1.343399,420,10
2001-02-13,-0.0521055,9.512543,0.9549532,420,10
2001-02-14,-0.06161382,7.944092,1.420989,420,10
2001-02-15,-0.06965378,8.21582,1.0636978,420,10
2001-02-16,-0.076111324,8.626007,1.2637072,420,10
2001-02-17,-0.081763074,9.871338,2.5041904,420,10
2001-02-18,-0.08570064,10.108643,1.9639406,420,10
2001-02-19,-0.09012772,12.175903,2.8424253,420,10
2001-02-20,-0.0932883,9.503937,0.5680094,420,10
2001-02-21,-0.087379284,12.301636,2.8366728,420,10
2001-02-22,-0.0848345,12.141235,2.5947704,420,10
2001-02-23,-0.0886456,10.090149,2.782689,420,10
2001-02-24,-0.09272908,11.001709,2.106782,420,10
2001-02-25,-0.096689634,10.310669,3.24057,420,10
2001-02-26,-0.1006216,10.951904,3.1752844,420,10
2001-02-27,-0.10458107,12.328674,3.304452,420,10
2001-02-28,-0.10816925,12.124481,2.3599653,420,10
2001-03-01,-0.11075827,10.071289,2.5086222,420,10
2001-03-02,-0.113012604,11.571289,2.494501,420,10
2001-03-03,-0.11501254,10.850098,2.6223736,420,10
2001-03-04,-0.11734869,12.997498,2.5755167,420,10
2001-03-05,-0.08563943,12.332916,0.85270786,420,10
2001-03-06,-0.04840243,12.739624,1.5999336,420,10
2001-03-07,-0.04207456,11.750122,1.6016159,420,10
2001-03-08,-0.049366683,12.859375,1.4414558,420,10
2001-03-09,-0.05602141,11.608948,2.2156734,420,10
2001-03-10,-0.062999524,12.671204,2.7910223,420,10
2001-03-11,-0.06927045,10.8532715,2.5286608,420,10
2001-03-12,-0.07339338,11.710022,1.9398146,420,10
2001-03-13,-0.07599347,11.234467,2.1387672,420,10
2001-03-14,-0.07797989,12.018311,1.6409731,420,10
2001-03-15,-0.07800328,11.120361,2.2716255,420,10
2001-03-16,-0.07792998,10.331482,1.5181789,420,10
2001-03-17,-0.0796764,10.799072,1.9828911,420,10
2001-03-18,-0.055000335,14.531982,3.7128448,420,10
2001-03-19,-0.044585176,16.050049,5.565776,420,10
2001-03-20,-0.05378362,15.156006,4.67416,420,10
2001-03-21,-0.06068932,14.894043,2.9296017,420,10
2001-03-22,-0.058049213,11.786713,2.0890245,420,10
2001-03-23,-0.056129955,14.258392,2.1269255,420,10
2001-03-24,-0.050149858,10.650543,1.8556757,420,10
2001-03-25,-0.04668512,12.275269,2.7534962,420,10
2001-03-26,-0.052439544,13.548431,2.6664705,420,10
2001-03-27,-0.05228007,16.13559,5.040167,420,10
2001-03-28,-0.06101781,17.014069,5.5923862,420,10
2001-03-29,-0.06672835,12.615723,2.7649202,420,10
2001-03-30,-0.07070353,16.24054,4.3222904,420,10
2001-03-31,-0.075990975,13.375275,2.8516989,420,10
2001-04-01,-0.07740661,8.713867,1.3195553,420,10
2001-04-02,-0.07839985,9.867096,2.5609188,420,10
2001-04-03,-0.07999344,7.768463,2.4044065,420,10
2001-04-04,-0.07668676,8.074799,2.5142517,420,10
2001-04-05,-0.07520103,11.903809,3.924389,420,10
2001-04-06,-0.07948485,10.89505,3.4566326,420,10
